ts,machine_id,type,air_temp_k,process_temp_k,rot_speed_rpm,torque_nm,tool_wear_min,vibration_mms,current_a,humidity_pct,machine_failure,collected_at
2026-09-03 12:57:07,CNC-02,M,297.67599258113944,312.1234433818009,1493.0553161258924,,135.00504393592138,2.374374205410714,12.896895440440272,56.40552044335174,0,2026-09-04 04:17:19
2026-09-03 05:04:00,CNC-03,H,296.52596182718185,311.0060417159849,2246.850643846746,32.60286089497217,100.2635679761816,2.828848649562844,13.573030552312794,56.89732367881079,0,2026-09-04 04:17:19
2026-09-03 04:55:00,CNC-03,H,296.2941431453585,309.9996389127058,2147.9578681660328,30.22485497932056,88.93501563465536,2.7574235205506783,11.893026502065046,61.10908495878056,0,2026-09-04 04:17:19
2026-09-03 04:48:00,CNC-01,L,296.55961081618693,309.651408144259,2271.1809669110653,25.194911461090403,75.13630024660834,2.831719809100164,10.78259425433918,53.64292547772578,0,2026-09-04 04:17:19
2026-09-03 05:06:00,CNC-01,L,296.3253208111464,310.43420827447846,2189.0210035502505,31.967788304074784,97.68719425786782,2.815260090723847,12.88243564520996,60.15677876797953,0,2026-09-04 04:17:19
2026-09-03 19:24:57,CNC-03,H,299.3088666958826,312.7069937514353,2282.543454774026,25.126520422933577,123.30806931901238,2.985182410044515,10.692678453715526,49.37754734065821,0,2026-09-04 04:17:19
2026-09-03 04:30:00,CNC-02,M,296.66065923475094,309.26795127689303,2291.5383671707978,22.018564143864293,71.1298200276228,2.8328058801435576,9.513684087543233,54.1081958171002,0,2026-09-04 04:17:19
2026-09-03 04:35:00,CNC-02,M,296.9134523682188,310.5221805329272,2226.5883174022147,28.214283069481912,77.36194248633788,2.8627441411057606,11.587022812182052,56.7314932170214,0,2026-09-04 04:17:19
2026-09-03 18:58:54,CNC-03,H,299.00217565489714,312.2892158607649,2134.8226101097293,27.779910243127272,88.65831216266268,2.792803835950074,11.06916304152548,58.19718020707258,0,2026-09-04 04:17:19
2026-09-03 06:22:00,CNC-03,H,296.10386609108787,310.63831372295624,1873.010528712596,38.251850109236905,202.50651011262772,3.0497116135687024,13.374177396661045,51.73529086854548,0,2026-09-04 04:17:19
2026-09-03 18:23:00,CNC-01,L,298.79597573501377,313.5170736831137,2016.7219603374529,34.96309729867735,215.43643241823497,3.607823744848608,13.268851452949944,55.51637614203266,0,2026-09-04 04:17:19
2026-09-04 00:57:38,CNC-02,M,298.9486644264282,311.5925438730296,2679.906179414392,16.971040365500425,149.3629312268083,3.4731223633316124,8.589382845126103,51.72308791499194,0,2026-09-04 04:17:19
2026-09-03 10:12:00,CNC-02,M,296.8700323171956,311.3601206121216,1557.2746425968078,46.90519672626178,79.2185592810021,,13.818586896041062,56.54748120864353,0,2026-09-04 04:17:19
2026-09-03 23:42:18,CNC-01,L,297.86125032125653,310.1483415083253,2685.236293267308,15.82730317032365,163.13957433898062,3.597540101978086,7.830009241690188,55.88086739383845,0,2026-09-04 04:17:19
2026-09-03 06:23:00,CNC-01,L,295.8801137045322,309.7602102170721,1983.367330951604,34.79982970071903,0.0,2.525776403049784,12.691066060734576,55.6254119551871,0,2026-09-04 04:17:19
2026-09-03 12:59:00,CNC-02,M,297.6198309431479,311.80966697483,1368.8032308504598,48.93987954266927,139.7050329331639,2.3147299275357627,12.43060359085776,53.5208329887333,0,2026-09-04 04:17:19
2026-09-03 22:43:32,CNC-03,H,25.981225610565104,38.71844528837335,2527.302873589241,20.84835152460176,76.48930111393479,3.0196698604497563,9.77148458058286,55.51368365937866,0,2026-09-04 04:17:19
2026-09-03 16:22:57,CNC-01,L,297.8296133382319,0.0,1682.780566351495,40.5407611391153,51.04493678625844,2.401098404617364,12.351642938182014,54.95355088828231,0,2026-09-04 04:17:19
2026-09-03 06:27:00,CNC-03,H,296.41493183722054,311.5807006809837,1962.6991199208096,39.16621275960081,209.3713828243736,3.248695310863583,14.398422526686868,65.23560415009744,0,2026-09-04 04:17:19
