ts,machine_id,type,air_temp_k,process_temp_k,rot_speed_rpm,torque_nm,tool_wear_min,vibration_mms,current_a,humidity_pct,machine_failure,collected_at
2026-09-09 17:33:00,CNC-02,M,298.8445699498565,312.7097974594376,2079.7957859470143,33.355668890288904,44.03105293705728,2.691605839507439,12.883620263425087,49.78157936199309,0,2026-09-10 04:10:01
2026-09-09 17:58:00,CNC-03,H,299.7520021316765,313.49083282824836,2130.816764329645,32.27971953971802,8.007352943980058,2.6920027771375454,12.996428855754068,54.788303524977884,0,2026-09-10 04:10:01
2026-09-10 03:09:00,CNC-03,H,24.463931467307418,36.82528266623956,2681.623407990206,16.688625524733443,112.12888557575361,3.4097948536991294,8.489147506242755,57.59048718971776,0,2026-09-10 04:10:01
2026-09-09 05:13:00,CNC-03,H,296.38048089888724,310.2041200540507,2096.7005398368515,31.5447283009294,95.5827804645055,2.742931363301591,12.284418487433605,58.79006715648441,0,2026-09-10 04:10:01
2026-09-10 03:58:00,CNC-03,H,297.29711254049556,311.2253134582402,2364.1732412642905,26.373891039608377,169.48179751417692,3.2812789564230695,11.760898424755895,55.233466511652644,0,2026-09-10 04:10:01
2026-09-09 08:50:00,CNC-02,M,296.41122155398995,311.1005984475388,1442.4927007679653,51.091689433812455,139.52173751700488,2.2672734625230766,14.055105652214923,57.4189473112799,0,2026-09-10 04:10:01
2026-09-09 20:27:00,CNC-03,H,299.9042453867225,314.45797178756175,2475.0969343194583,28.025579060387493,193.63367088109123,3.4314078387122033,12.801676591652496,52.92808831425832,0,2026-09-10 04:10:01
2026-09-09 23:39:00,CNC-01,L,299.4117450471091,311.9333468129087,2809.700553557642,16.82914842783545,112.0041279942319,3.479200991790639,8.886371747240075,50.17893219387339,0,2026-09-10 04:10:01
2026-09-09 23:21:00,CNC-03,H,299.47778250632183,311.29465603590637,2796.1014692402437,12.372031046285285,4690.723366640184,3.4012457424841673,6.474485817487178,45.947279928763734,0,2026-09-10 04:10:01
2026-09-10 02:29:00,CNC-02,M,23.26447793134372,37.23639964640154,2595.93238244786,21.314545232367575,219.69785508845013,3.881781839953678,10.205917555294246,56.098524434572774,0,2026-09-10 04:10:01
2026-09-09 19:38:00,CNC-01,L,300.59046003284607,314.24315269119467,2312.3986664602216,27.34371609185075,72.25871228608604,0.0,11.807853805497137,46.58820205052686,0,2026-09-10 04:10:01
2026-09-09 07:11:00,CNC-03,H,295.75142753188857,309.3612889167842,2015.1207315952206,33.18899971288392,30.549931998605082,2.6597459430613877,12.55682551707165,62.12790936319206,0,2026-09-10 04:10:01
2026-09-09 19:56:00,CNC-01,L,300.67702425804964,313.44258481549673,2485.425199652414,20.992061238499215,93.98055901822433,3.0434858209576494,9.512030784634193,48.74115495007585,0,2026-09-10 04:10:01
2026-09-10 01:18:00,CNC-01,L,298.9215262926971,312.71740589838726,2680.2420677565888,20.25560190606145,217.943244466495,4.292244068738534,10.538545687455683,52.497156450493215,0,2026-09-10 04:10:01
2026-09-09 20:32:00,CNC-03,H,299.5354774839799,313.82661201061813,2350.9726619158455,27.413129290532428,199.39910524507638,3.5711467498558003,12.133729598939135,49.81468464127656,0,2026-09-10 04:10:01
2026-09-09 13:59:00,CNC-03,H,303.41137188565443,311.60094464968677,1369.409578145897,49.97605862580213,,2.275184403913059,12.920104370177034,44.64784025100395,1,2026-09-10 04:10:01
2026-09-09 20:46:00,CNC-01,L,300.60186879807094,313.9304299951827,2576.9187959579585,21.821126171035473,152.5202689304456,3.5522093918644235,10.618398509057954,52.82994130152266,0,2026-09-10 04:10:01
2026-09-09 17:25:00,CNC-01,L,299.8826931796553,314.03465023914265,1908.7289165352522,36.60539595691346,132.46046589297572,2.709501367186768,13.20219571469198,54.00657966573585,0,2026-09-10 04:10:01
2026-09-09 04:10:15,CNC-01,L,297.0106520799397,310.08606374259125,2312.4006872206687,25.634483826548315,22.583452523344643,2.8980725653937403,10.909149498109297,58.24752255992029,0,2026-09-10 04:10:01
2026-09-09 15:43:00,CNC-03,H,25.360861641368047,39.16456648898617,,45.24312341733135,55.5101130659438,2.2490520689121887,12.874666896008021,48.857964441122796,0,2026-09-10 04:10:01
2026-09-09 07:10:00,CNC-03,H,295.66687197795636,309.92410132330264,1815.428449815577,40.42913884475225,29.195620228778917,2.4282932607584335,14.113185193231839,58.682879792029304,0,2026-09-10 04:10:01
2026-09-09 23:50:00,CNC-02,M,297.6886714045829,309.76784806008146,2657.5210137236622,16.426478123548254,47.75343372446118,3.2269523174462433,8.371619905012745,56.40648658835784,0,2026-09-10 04:10:01
2026-09-09 20:59:00,CNC-02,M,299.2398874054273,312.72384897601904,2535.7986549595366,23.15039119847814,85.52301754261603,3.0773069817252456,11.151023114326087,51.711560964118846,0,2026-09-10 04:10:01
2026-09-09 09:53:00,CNC-03,H,295.7907742136709,310.02901470749566,1635.4099230670881,46.857236531158804,49.70008100419233,2.260167775374323,14.212699976268944,61.22288394518211,0,2026-09-10 04:10:01
2026-09-09 20:43:00,CNC-01,L,300.45834094557745,313.59884133338534,2399.4692984085036,22.54430046940071,149.14697655081585,3.3075696114117816,10.369658226906882,48.80640110312828,0,2026-09-10 04:10:01
