ts,machine_id,type,air_temp_k,process_temp_k,rot_speed_rpm,torque_nm,tool_wear_min,vibration_mms,current_a,humidity_pct,machine_failure,collected_at
2026-09-07 02:45:53,CNC-03,H,24.31524919608336,36.472220054778745,2546.020466151297,17.61584795307477,93.01778779522034,3.0118854890103206,8.23538820259696,57.86101977913496,0,2026-09-08 02:15:39
2026-09-07 05:58:46,CNC-02,M,22.999015584216863,37.20234219279064,2067.307531092136,34.36153296328622,118.75154306536734,2.7685889405228226,13.11230470069234,57.60136253372311,0,2026-09-08 02:15:39
2026-09-08 00:21:29,CNC-02,M,298.96269966712856,311.582991341576,2617.677247543828,18.12769729036883,34.20919241439059,,8.966273728718853,53.2023545290107,0,2026-09-08 02:15:39
2026-09-07 10:54:19,CNC-02,M,296.9097869128481,311.5853767411584,1417.7594704869523,52.80622779620086,81.87619842522949,2.099668755501738,13.701097849259083,54.84653648335799,0,2026-09-08 02:15:39
2026-09-07 08:32:15,CNC-01,L,295.91668484001895,310.6096563060943,1596.492307343073,47.29451153339525,112.3648891578439,2.372970469913586,14.082366211195732,60.46891286859231,0,2026-09-08 02:15:39
2026-09-08 02:04:48,CNC-03,H,297.10148790036743,308.66630922839386,2672.3962914331028,13.51474795884634,79.99390482060718,3.26621444114729,,57.277696893458746,0,2026-09-08 02:15:39
2026-09-07 22:31:41,CNC-01,L,298.76272791804803,310.7103545992426,2724.484149458237,15.75150580113824,45.91396769494976,3.286155939185748,8.215410138651052,52.580225199004,0,2026-09-08 02:15:39
2026-09-07 23:04:23,CNC-03,H,298.75004590754463,312.0881392529746,2691.446053988314,21.087953461641654,146.60379225807063,3.410936912909013,10.444046266702356,55.96750844076709,0,2026-09-08 02:15:39
2026-09-07 12:19:33,CNC-01,L,296.98322464473534,311.2036575500695,1390.3847202319653,50.67518206866831,66.56266033985705,2.042935856316128,13.216240747012067,54.69516189895107,0,2026-09-08 02:15:39
2026-09-07 13:04:14,CNC-01,L,297.6281750724689,312.21899880631224,1400.334911520621,53.11181562487987,137.86476792195936,2.2650231335707933,13.879445767397756,53.22723273644782,0,2026-09-08 02:15:39
2026-09-07 11:36:57,CNC-03,H,296.1916057856819,310.2067530704938,1298.0999923520292,51.80701254352493,154.94851174502355,2.1367621116425743,12.41790413948925,57.43037111126248,0,2026-09-08 02:15:39
2026-09-07 21:29:19,CNC-01,L,299.3422995413351,312.84330421125424,2476.0044585528944,22.454722289237687,206.578181947074,3.787809130358479,10.264116029717124,50.5549274156923,0,2026-09-08 02:15:39
2026-09-07 16:06:52,CNC-03,H,298.5523431333687,312.9907700958591,1598.4600111319262,47.23200440784712,101.27934373703268,2.322337160704576,13.972031971808446,51.41991075245994,0,2026-09-08 02:15:39
2026-09-07 05:47:40,CNC-01,L,23.58701818596564,37.58424345863477,2016.4190621329687,34.66230948017609,80.10721339032746,2.608292673271918,12.838938103878045,57.08232419318404,0,2026-09-08 02:15:39
