ts,machine_id,type,air_temp_k,process_temp_k,rot_speed_rpm,torque_nm,tool_wear_min,vibration_mms,current_a,humidity_pct,machine_failure,collected_at
2026-09-02 07:28:00,CNC-01,L,301.16958267767745,308.7305339415065,1838.949310968587,34.33163319337284,113.6489777454066,2.643707795527781,11.870496128815237,47.9657015194052,0,2026-09-03 06:16:31
2026-09-02 15:09:00,CNC-03,H,,313.85446435910546,1530.424029145977,47.759702779304334,142.4570000155842,2.413632065497578,13.736298583937778,54.86654299037426,0,2026-09-03 06:16:31
2026-09-02 13:02:15,CNC-03,H,297.5965510044497,312.03630885281507,1459.3124225164047,49.79622648212976,176.0263873141774,2.448609186442051,13.75764003707121,55.501699107794295,0,2026-09-03 06:16:31
2026-09-02 19:24:40,CNC-03,H,27.663426431007736,40.52653154310025,2383.550636822831,24.57477429870489,15.98651812319009,3.0100238293753216,11.01090389984086,50.726077934351416,0,2026-09-03 06:16:31
2026-09-02 19:26:43,CNC-03,H,27.649594391423364,40.27898610586277,2373.9703491236087,23.342940518512613,20.93369674978705,2.9049111638075864,10.247646505732654,53.09236557144451,0,2026-09-03 06:16:31
2026-09-02 18:46:12,CNC-03,H,300.46768065555483,315.3645303548839,2142.555265410708,33.86712906920561,227.7861904035561,3.477691898135625,13.73102049185018,55.403385965624935,0,2026-09-03 06:16:31
2026-09-02 06:19:00,CNC-03,H,296.0789658728989,309.9646350254028,1965.535056765883,36.184846507417845,31.51065565515813,2.5850327841335474,13.386377701597308,58.34063558835436,0,2026-09-03 06:16:31
2026-09-02 20:51:34,CNC-02,M,299.4017115077183,312.2761935928772,2427.544548814101,20.549042298062325,130.95486344036303,3.2078785161123387,9.16071921275248,50.92623184992468,0,2026-09-03 06:16:31
2026-09-02 13:55:51,CNC-02,M,298.0449431368773,311.8320310765763,1469.3210115910374,44.583448499217226,18.76691667036665,2.1330728223827364,12.246209707101702,56.11661900471321,0,2026-09-03 06:16:31
2026-09-02 16:51:00,CNC-03,H,299.6552006424634,313.4832974947912,1885.8866248918268,35.59014678745452,74.77584726693972,2.494200394897544,12.68625407289944,55.060544629721406,0,2026-09-03 06:16:31
2026-09-02 11:26:18,CNC-01,L,296.3757953742022,309.6657639855577,1268.9246254616614,49.806224078888384,28.715168439339244,2.0050281529979297,11.760863204185156,56.428658193064464,0,2026-09-03 06:16:31
2026-09-02 13:48:07,CNC-01,L,297.8263871327113,310.9876471564343,1331.8506900714672,47.561932751202434,20.47042002384743,1.9391858146881813,11.83568219637323,55.76037514881423,0,2026-09-03 06:16:31
2026-09-03 01:39:48,CNC-01,L,297.6468375481157,309.0023786560014,2751.261605267745,11.802636118848698,55.8495727500482,3.363461073346348,6.244054453090162,58.763109801646166,1,2026-09-03 06:16:31
2026-09-02 11:26:36,CNC-03,H,297.1248202851278,311.1331011795345,1435.5992868000912,48.37005830923672,23.840506090003068,2.108872296367541,13.156161092500344,58.8012267986006,0,2026-09-03 06:16:31
2026-09-03 00:36:39,CNC-01,L,298.33016564330643,311.2979043817968,2719.4429012392684,18.03228475079748,210.2417380113372,4.117806759589338,9.155858340620911,52.13418118848548,0,2026-09-03 06:16:31
2026-09-02 20:53:58,CNC-02,M,,312.2478058068256,2464.8757821594795,20.34420530848336,135.5846306270602,3.2051783457331844,9.42704206904015,55.47742205407172,0,2026-09-03 06:16:31
2026-09-02 16:53:00,CNC-02,M,299.1833623734039,313.0814183108011,1716.2266512974695,38.969891803749086,46.93720224044837,2.3064267400529603,12.37358376738653,53.75700675339855,0,2026-09-03 06:16:31
2026-09-02 13:40:50,CNC-01,L,297.71759273640976,311.3239410969682,1322.9622725322984,53.40198900288343,6.259200942258671,2.045721919336023,13.342994395308567,54.35898436763949,0,2026-09-03 06:16:31
2026-09-02 11:24:00,CNC-01,L,296.48101735269944,310.4770535473669,1472.8265115636789,47.57293074907726,25.53677694185356,2.115568522268248,13.115779252019506,58.77964937773413,0,2026-09-03 06:16:31
2026-09-02 20:35:37,CNC-02,M,299.7649843629864,313.4381804509658,2371.7568862477224,24.978629239750845,114.76434924482416,2.9674594739023665,10.927379901556453,51.03755276818399,0,2026-09-03 06:16:31
